source_gene_symbol	source_log2fc_control	source_padj_control	source_log2fc_cko	source_padj_cko	source_rss_shift	source_symbol_norm	source_rss_sign	source_rss_abs_ge_0_3	matched_our_tested_universe	significant_wt_side	significant_cko_side	present_wt_bendpoint	present_cko_bendpoint	present_shared_bendpoint	present_wt_only_bendpoint	present_cko_only_bendpoint	direction_consistent_with_source_rss	appears_in_retained_go_terms	appears_in_anchor_gene_table	analysis_membership	selected_wt_source_constrained_bendpoint	selected_cko_source_constrained_bendpoint	selected_shared_source_constrained_bendpoint	selected_wt_only_source_constrained_bendpoint	selected_cko_only_source_constrained_bendpoint	source_constrained_membership
NXPH2	-2.17556317771314	2.33096719483306e-05	-1.32182922762878	0.00582420073388411	0.8537339500843601	NXPH2	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DLK2	0.575027229791283	0.381012460406498	1.42592793471655	0.0143244894925621	0.8509007049252671	DLK2	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM37403	-1.22833415436519	0.03155338838758	-0.384726542315472	0.617667695070018	0.843607612049718	GM37403	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM11733	-1.38783303395546	0.0192896092392798	-0.558137695130856	0.43339891810193	0.8296953388246041	GM11733	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
IGFBPL1	1.0487612329552	0.0245280420280603	1.874342510443	2.42157343259582e-05	0.8255812774878	IGFBPL1	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM30693	-0.95919096679799	0.00395330543416952	-0.137670491751324	0.792119582063617	0.821520475046666	GM30693	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
TUBA5-PS	1.024785135731	0.0026040469031813	1.83900070815997	5.82221814696385e-07	0.8142155724289699	TUBA5-PS	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SPRR2A1	3.59429669140596	1.9796940288729e-09	4.40388720813131	4.78114274638838e-09	0.8095905167253497	SPRR2A1	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM30504	-1.17460467222613	5.13510050893854e-06	-0.366332410578891	0.223310989787184	0.8082722616472391	GM30504	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM7912	0.225926795310331	0.513780231590002	1.0332967605788	3.47522207070514e-05	0.8073699652684689	GM7912	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
IL21	0.516733252453686	0.185478077309546	1.31500601527867	6.87865151393968e-05	0.798272762824984	IL21	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
SCNN1G	-0.943646744815914	2.26247423068487e-05	-0.152952625525007	0.634064260888446	0.790694119290907	SCNN1G	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM50164	3.57430984219656	4.42926685520547e-05	4.36041477362801	7.28993999945594e-05	0.7861049314314501	GM50164	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM30818	0.275275260962085	0.591800410481055	1.04773161895052	0.00458406671519184	0.7724563579884349	GM30818	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM16364	-0.551761093578461	2.89006450982459e-08	0.211668484970025	5.25186070464908e-06	0.763429578548486	GM16364	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM35725	-1.68048623584961	8.82755985986667e-05	-0.917541197193809	0.0321072562628324	0.762945038655801	GM35725	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINA3K	0.783313489828273	0.149776984233592	1.5407232502188	0.00482441666148088	0.757409760390527	SERPINA3K	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SH2D1B2	4.02197791290346	7.46201096806283e-10	4.76822533822484	7.29340030561878e-10	0.7462474253213802	SH2D1B2	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930515G01RIK	0.169825189843019	0.694016783579208	0.914291780009803	0.00245807110658776	0.7444665901667841	4930515G01RIK	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SLITRK6	-0.883949893547079	0.00261247449312044	-0.144001916654591	0.738909000670359	0.7399479768924879	SLITRK6	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MIR8102	-1.08585656912494	0.0201008757714606	-0.351442710502311	0.567147887305065	0.734413858622629	MIR8102	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC15A1	0.120874953349879	0.823905312806713	0.852401910504444	0.0106627493938878	0.7315269571545651	SLC15A1	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SOWAHD	-0.668972385479856	0.0461609045647308	0.0584649047476553	0.912484157646301	0.7274372902275114	SOWAHD	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SLC10A2	-0.97434925386892	5.23273491141941e-05	-0.2485954176721	0.43521352982695	0.72575383619682	SLC10A2	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
4930448D08RIK	-0.694889583766975	0.00226485622746749	0.0204628212443565	0.958464877364105	0.7153524050113315	4930448D08RIK	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINA10	0.840591357713025	2.42042112494779e-09	1.55448782777104	3.14025019994443e-26	0.7138964700580152	SERPINA10	positive	True	True	True	True	False	True	False	False	True	True	True	False	cKO-only bend-point	False	True	False	False	True	cKO-only source-constrained bend-point
RNF212	-1.24275518494871	0.0165651175718285	-0.533840556714889	0.405401663011975	0.708914628233821	RNF212	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
SERPINB3D	4.49880529599392	1.72050485477163e-06	5.19854433415113	3.9840166926646e-06	0.69973903815721	SERPINB3D	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
1700029M03RIK	0.69564495428134	0.273661709326692	1.39113171541313	0.0158245290085235	0.69548676113179	1700029M03RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM8877	1.39142036290746	0.126495152565805	2.08099521632504	0.0260422011651002	0.6895748534175798	GM8877	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM39232	-1.31529656829669	0.00343869818760226	-0.627170581891309	0.194538394304063	0.6881259864053809	GM39232	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM31406	-0.624430102803238	0.000777303767233956	0.0634479293601552	0.8298251586231	0.6878780321633932	GM31406	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM14705	-0.114084699058908	0.742081626653273	0.573152760747933	0.0127167005476856	0.6872374598068409	GM14705	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
HTR2C	-1.07441441040419	0.00732204550026431	-0.387323883803038	0.437387725464717	0.687090526601152	HTR2C	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM56823	-0.658553790149861	0.0156202267338681	0.0274546189126882	0.950203156236483	0.6860084090625492	GM56823	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
FAM246A	-1.33833392026668	8.4720162909041e-06	-0.652504946116831	0.0334777982501835	0.685828974149849	FAM246A	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
DNAI3	1.23381619001977	1.38062056445778e-05	1.91539545202174	1.3930613616246e-10	0.68157926200197	DNAI3	positive	True	True	True	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM5857	0.434194135361337	0.014184259612267	1.11515701159577	5.20564191305981e-12	0.6809628762344331	GM5857	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
1700019L13RIK	1.6883109939692	1.34633193621466e-09	2.3683843842515	4.74484057790366e-15	0.6800733902823002	1700019L13RIK	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM44530	0.662313327574982	0.101972330955815	1.34075957964658	0.000818825291183923	0.6784462520715981	GM44530	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM12027	-1.01341929792003	1.98591830009753e-09	-0.341102702469193	0.0860025112599008	0.672316595450837	GM12027	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
HNF4G	-1.16005693210594	3.97153186609221e-05	-0.488462179124143	0.122629315185571	0.6715947529817969	HNF4G	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
GM16758	-0.602483681794854	0.0447130485475789	0.0652251786373045	0.890636178432114	0.6677088604321585	GM16758	positive	True	True	False	False	False	False	False	False	False	True	False	False	tested, not significant	False	False	False	False	False	tested source RSS, not source-constrained selected
GM30421	1.16422748052321	0.182445428666574	1.82604757169574	0.0248091921290606	0.66182009117253	GM30421	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
CCKBR	4.82708076418308	4.89887687288376e-213	5.4833586940833	1.11683141597114e-241	0.6562779299002202	CCKBR	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
GM11682	0.310543694896739	0.523717705382222	0.966165785636033	0.0081452696663929	0.655622090739294	GM11682	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM31557	2.18284662104776	7.64983058931523e-10	2.83628154215506	7.16775590778416e-14	0.6534349211073001	GM31557	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
TRDC	0.903866135517583	0.182998107374697	1.55202877490832	0.0104107260000597	0.6481626393907369	TRDC	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
KIF19B	1.52402376991837	9.774749952801e-39	2.17057650602648	8.98365270473659e-74	0.6465527361081098	KIF19B	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
KPNA2-PS	0.167738348261644	0.767508202290074	0.809989851864934	0.0256842080411157	0.64225150360329	KPNA2-PS	positive	True	True	False	True	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
MYL2	-0.972937000742062	0.0303952587760814	-0.331261281564926	0.570717541298483	0.6416757191771361	MYL2	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
GM34552	-0.901628870086641	0.00295095677140807	-0.261204378158933	0.506167708023121	0.640424491927708	GM34552	positive	True	True	True	False	False	False	False	False	False	True	False	False	DE-significant outside bend-point	False	False	False	False	False	tested source RSS, not source-constrained selected
CYP4A32	2.52094153754292	1.55545082043771e-12	3.16002165325348	7.05190456460915e-18	0.6390801157105601	CYP4A32	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
ANKRD1	4.03198390148895	1.23411394678908e-17	4.66916006929476	2.20698968847959e-21	0.6371761678058103	ANKRD1	positive	True	True	True	True	True	True	True	False	False	True	True	False	shared WT/cKO bend-point	True	True	True	False	False	shared source-constrained bend-point
GM29685	2.30647973915921	0.0562689679578919	2.94149059572329	0.00174014118863691	0.6350108565640804	GM29685	positive	True	False	False	False	False	False	False	False	False	False	False	False	not in our tested universe	False	False	False	False	False	not in our tested universe
